genus	species	source_type	ARG_negative_n	ARG_positive_n	source_n	ARG_positive_rate	fdr	significant	max_rate_difference
Pediococcus	Pediococcus pentosaceus	animal	21	12	33	0.36363636363636365	1.4118709784977766e-6	TRUE	0.36363636363636365
Pediococcus	Pediococcus pentosaceus	human	27	0	27	0	1.4118709784977766e-6	TRUE	0.36363636363636365
Pediococcus	Pediococcus pentosaceus	food	147	6	153	0.0392156862745098	1.4118709784977766e-6	TRUE	0.36363636363636365
Pediococcus	Pediococcus pentosaceus	other	48	0	48	0	1.4118709784977766e-6	TRUE	0.36363636363636365
Schleiferilactobacillus	Schleiferilactobacillus harbinensis	human	11	0	11	0	1	FALSE	0
Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food	40	0	40	0	1	FALSE	0
Schleiferilactobacillus	Schleiferilactobacillus harbinensis	other	5	0	5	0	1	FALSE	0
Weissella	Weissella cibaria	animal	14	1	15	0.06666666666666667	0.26698363738193265	FALSE	0.06666666666666667
Weissella	Weissella cibaria	human	99	0	99	0	0.26698363738193265	FALSE	0.06666666666666667
Weissella	Weissella cibaria	food	66	1	67	0.014925373134328358	0.26698363738193265	FALSE	0.06666666666666667
Weissella	Weissella cibaria	other	22	0	22	0	0.26698363738193265	FALSE	0.06666666666666667
Weissella	Weissella confusa	animal	18	0	18	0	1	FALSE	0
Weissella	Weissella confusa	human	83	0	83	0	1	FALSE	0
Weissella	Weissella confusa	food	82	0	82	0	1	FALSE	0
Weissella	Weissella confusa	other	26	0	26	0	1	FALSE	0
Weissella	Weissella koreensis	human	6	0	6	0	1	FALSE	0
Weissella	Weissella koreensis	food	7	0	7	0	1	FALSE	0
Weissella	Weissella paramesenteroides	animal	36	8	44	0.18181818181818182	0.13937955761224952	FALSE	0.18181818181818182
Weissella	Weissella paramesenteroides	human	6	0	6	0	0.13937955761224952	FALSE	0.18181818181818182
Weissella	Weissella paramesenteroides	food	27	0	27	0	0.13937955761224952	FALSE	0.18181818181818182
Weissella	Weissella sagaensis	food	14	0	14	0	1	FALSE	0
Weissella	Weissella sagaensis	other	6	0	6	0	1	FALSE	0
Weissella	Weissella soli	animal	18	0	18	0	1	FALSE	0
Weissella	Weissella soli	human	28	0	28	0	1	FALSE	0
Weissella	Weissella soli	food	5	0	5	0	1	FALSE	0
Weissella	Weissella thailandensis	animal	52	3	55	0.05454545454545454	1	FALSE	0.05454545454545454
Weissella	Weissella thailandensis	food	13	0	13	0	1	FALSE	0.05454545454545454
Weissella	Weissella viridescens	human	12	0	12	0	1	FALSE	0
Weissella	Weissella viridescens	food	9	0	9	0	1	FALSE	0
